#UniProt1 UniProt2 pdbhit1 pdbhit2 identity1 identity2
Q96TA2 Q9Y4W6 6mse_M 6mse_O 36.8 44.2
Q96TA2 Q9Y4W6 6mse_M 6mse_N 36.8 42.3
Q96TA2 Q9Y4W6 6mse_M 6mse_R 36.8 38.9
Q96TA2 Q9Y4W6 6msg_M 6msg_N 36.8 42.3
Q96TA2 Q9Y4W6 6msg_M 6msg_R 36.8 38.9
Q96TA2 Q9Y4W6 6msh_M 6msh_N 36.8 42.3
Q96TA2 Q9Y4W6 6msh_M 6msh_R 36.8 38.9
Q96TA2 Q9Y4W6 6msj_M 6msj_O 36.8 44.2
Q96TA2 Q9Y4W6 6msj_M 6msj_N 36.8 42.3
Q96TA2 Q9Y4W6 6msj_M 6msj_R 36.8 38.9
Q96TA2 Q9Y4W6 6msk_M 6msk_O 36.8 44.2
Q96TA2 Q9Y4W6 6msk_M 6msk_N 36.8 42.3
Q96TA2 Q9Y4W6 6msk_M 6msk_R 36.8 38.9
Q96TA2 Q9Y4W6 5kiw_A 5kiw_B 41.3 40.6
Q96TA2 Q9Y4W6 5kiw_B 5kiw_A 41.3 40.6
Q96TA2 Q9Y4W6 5vfp_RA 5vfp_SA 39.1 38.9
Q96TA2 Q9Y4W6 5vfp_RA 5vfp_QA 39.1 41.3
Q96TA2 Q9Y4W6 5vfq_RA 5vfq_SA 39.1 38.9
Q96TA2 Q9Y4W6 5vfq_RA 5vfq_QA 39.1 41.3
Q96TA2 Q9Y4W6 5vfr_RA 5vfr_SA 39.1 38.9
Q96TA2 Q9Y4W6 5vfr_RA 5vfr_QA 39.1 41.3
Q96TA2 Q9Y4W6 5gjq_V 5gjq_N 39.1 41.5
Q96TA2 Q9Y4W6 5gjq_V 5gjq_P 39.1 42.3
Q96TA2 Q9Y4W6 5gjq_V 5gjq_X 39.1 38.9
Q96TA2 Q9Y4W6 5gjq_V 5gjq_T 39.1 41.3
Q96TA2 Q9Y4W6 5gjr_YA 5gjr_UA 39.1 41.5
Q96TA2 Q9Y4W6 5gjr_YA 5gjr_VA 39.1 42.3
Q96TA2 Q9Y4W6 5gjr_YA 5gjr_ZA 39.1 38.9
Q96TA2 Q9Y4W6 5gjr_YA 5gjr_XA 39.1 41.3
Q96TA2 Q9Y4W6 5gjr_C 5gjr_B 39.1 41.5
Q96TA2 Q9Y4W6 5gjr_C 5gjr_A 39.1 42.3
Q96TA2 Q9Y4W6 5gjr_C 5gjr_D 39.1 38.9
Q96TA2 Q9Y4W6 5gjr_C 5gjr_F 39.1 41.3
Q96TA2 Q9Y4W6 5l4g_FA 5l4g_DA 39.1 42.3
Q96TA2 Q9Y4W6 5l4g_FA 5l4g_GA 39.1 38.9
Q96TA2 Q9Y4W6 5l4g_FA 5l4g_EA 39.1 41.3
Q96TA2 Q9Y4W6 5t0c_VA 5t0c_TA 39.1 42.3
Q96TA2 Q9Y4W6 5t0c_VA 5t0c_WA 39.1 38.9
Q96TA2 Q9Y4W6 5t0c_VA 5t0c_UA 39.1 41.3
Q96TA2 Q9Y4W6 5t0c_P 5t0c_N 39.1 42.3
Q96TA2 Q9Y4W6 5t0c_P 5t0c_Q 39.1 38.9
Q96TA2 Q9Y4W6 5t0c_P 5t0c_O 39.1 41.3
Q96TA2 Q9Y4W6 5t0g_R 5t0g_O 39.1 41.5
Q96TA2 Q9Y4W6 5t0g_R 5t0g_P 39.1 42.3
Q96TA2 Q9Y4W6 5t0g_R 5t0g_S 39.1 38.9
Q96TA2 Q9Y4W6 5t0g_R 5t0g_Q 39.1 41.3
Q96TA2 Q9Y4W6 5vfs_PA 5vfs_OA 39.1 41.5
Q96TA2 Q9Y4W6 5vfs_PA 5vfs_NA 39.1 42.3
Q96TA2 Q9Y4W6 5vfs_PA 5vfs_QA 39.1 38.9
Q96TA2 Q9Y4W6 5vfs_PA 5vfs_SA 39.1 41.3
Q96TA2 Q9Y4W6 6msb_Q 6msb_M 39.1 41.5
Q96TA2 Q9Y4W6 6msb_Q 6msb_N 39.1 42.3
Q96TA2 Q9Y4W6 6msb_Q 6msb_R 39.1 38.9
Q96TA2 Q9Y4W6 6msb_Q 6msb_P 39.1 41.3
Q96TA2 Q9Y4W6 6msd_Q 6msd_M 39.1 41.5
Q96TA2 Q9Y4W6 6msd_Q 6msd_N 39.1 42.3
Q96TA2 Q9Y4W6 6msd_Q 6msd_R 39.1 38.9
Q96TA2 Q9Y4W6 6msd_Q 6msd_P 39.1 41.3
Q96TA2 Q9Y4W6 6mse_Q 6mse_R 39.1 38.9
Q96TA2 Q9Y4W6 6mse_Q 6mse_P 39.1 41.3
Q96TA2 Q9Y4W6 6msg_Q 6msg_R 39.1 38.9
Q96TA2 Q9Y4W6 6msg_Q 6msg_P 39.1 41.3
Q96TA2 Q9Y4W6 6msh_Q 6msh_R 39.1 38.9
Q96TA2 Q9Y4W6 6msh_Q 6msh_P 39.1 41.3
Q96TA2 Q9Y4W6 6msj_Q 6msj_R 39.1 38.9
Q96TA2 Q9Y4W6 6msj_Q 6msj_P 39.1 41.3
Q96TA2 Q9Y4W6 6msk_Q 6msk_R 39.1 38.9
Q96TA2 Q9Y4W6 6msk_Q 6msk_P 39.1 41.3
Q96TA2 Q9Y4W6 6ef2_I 6ef2_J 34.6 44.6
Q96TA2 Q9Y4W6 6ef2_I 6ef2_H 34.6 40.0
Q96TA2 Q9Y4W6 5vfp_SA 5vfp_NA 35.8 41.5
Q96TA2 Q9Y4W6 5vfp_SA 5vfp_RA 35.8 39.8
Q96TA2 Q9Y4W6 5vfp_SA 5vfp_QA 35.8 41.3
Q96TA2 Q9Y4W6 5vfq_SA 5vfq_NA 35.8 41.5
Q96TA2 Q9Y4W6 5vfq_SA 5vfq_RA 35.8 39.8
Q96TA2 Q9Y4W6 5vfq_SA 5vfq_QA 35.8 41.3
Q96TA2 Q9Y4W6 5vfr_SA 5vfr_NA 35.8 41.5
Q96TA2 Q9Y4W6 5vfr_SA 5vfr_RA 35.8 39.8
Q96TA2 Q9Y4W6 5vfs_NA 5vfs_RA 37.7 44.2
Q96TA2 Q9Y4W6 5vfs_NA 5vfs_OA 37.7 41.5
Q96TA2 Q9Y4W6 5vfs_NA 5vfs_PA 37.7 39.8
Q96TA2 Q9Y4W6 5vfs_NA 5vfs_SA 37.7 41.3
Q96TA2 Q9Y4W6 6ef0_M 6ef0_H 37.1 40.4
Q96TA2 Q9Y4W6 6ef0_M 6ef0_L 37.1 39.6
Q96TA2 Q9Y4W6 6ef0_I 6ef0_J 34.6 44.6
Q96TA2 Q9Y4W6 6ef0_I 6ef0_H 34.6 40.4
Q96TA2 Q9Y4W6 6ef1_I 6ef1_J 34.6 44.6
Q96TA2 Q9Y4W6 6ef1_I 6ef1_H 34.6 40.1
Q96TA2 Q9Y4W6 6ef1_M 6ef1_H 37.1 40.1
Q96TA2 Q9Y4W6 6ef1_M 6ef1_L 37.1 39.6
Q96TA2 Q9Y4W6 6ef2_M 6ef2_H 37.1 40.0
Q96TA2 Q9Y4W6 6ef2_M 6ef2_L 37.1 39.6
Q96TA2 Q9Y4W6 5vfp_OA 5vfp_PA 37.7 44.2
Q96TA2 Q9Y4W6 5vfp_OA 5vfp_NA 37.7 41.5
Q96TA2 Q9Y4W6 5vfp_OA 5vfp_QA 37.7 41.3
Q96TA2 Q9Y4W6 5vfq_OA 5vfq_PA 37.7 44.2
Q96TA2 Q9Y4W6 5vfq_OA 5vfq_NA 37.7 41.5
Q96TA2 Q9Y4W6 5vfr_OA 5vfr_PA 37.7 44.2
Q96TA2 Q9Y4W6 5vfr_OA 5vfr_NA 37.7 41.5
Q96TA2 Q9Y4W6 5vfr_OA 5vfr_QA 37.7 41.3
Q96TA2 Q9Y4W6 5gjq_X 5gjq_N 35.8 41.5
Q96TA2 Q9Y4W6 5gjq_X 5gjq_V 35.8 39.8
Q96TA2 Q9Y4W6 5gjq_X 5gjq_T 35.8 41.3
Q96TA2 Q9Y4W6 5gjr_ZA 5gjr_UA 35.8 41.5
Q96TA2 Q9Y4W6 5gjr_ZA 5gjr_YA 35.8 39.8
Q96TA2 Q9Y4W6 5gjr_ZA 5gjr_XA 35.8 41.3
Q96TA2 Q9Y4W6 5gjr_D 5gjr_B 35.8 41.5
Q96TA2 Q9Y4W6 5gjr_D 5gjr_C 35.8 39.8
Q96TA2 Q9Y4W6 5gjr_D 5gjr_F 35.8 41.3
Q96TA2 Q9Y4W6 5l4g_GA 5l4g_CA 35.8 41.5
Q96TA2 Q9Y4W6 5l4g_GA 5l4g_FA 35.8 39.8
Q96TA2 Q9Y4W6 5l4g_GA 5l4g_EA 35.8 41.3
Q96TA2 Q9Y4W6 5t0c_WA 5t0c_SA 35.8 41.5
Q96TA2 Q9Y4W6 5t0c_WA 5t0c_VA 35.8 39.8
Q96TA2 Q9Y4W6 5t0c_Q 5t0c_M 35.8 41.5
Q96TA2 Q9Y4W6 5t0c_Q 5t0c_P 35.8 39.8
Q96TA2 Q9Y4W6 5t0g_S 5t0g_O 35.8 41.5
Q96TA2 Q9Y4W6 5t0g_S 5t0g_R 35.8 39.8
Q96TA2 Q9Y4W6 5t0g_S 5t0g_Q 35.8 41.3
Q96TA2 Q9Y4W6 5vfs_QA 5vfs_OA 35.8 41.5
Q96TA2 Q9Y4W6 5vfs_QA 5vfs_PA 35.8 39.8
Q96TA2 Q9Y4W6 5vfs_QA 5vfs_SA 35.8 41.3
Q96TA2 Q9Y4W6 6msb_R 6msb_M 35.8 41.5
Q96TA2 Q9Y4W6 6msb_R 6msb_Q 35.8 39.8
Q96TA2 Q9Y4W6 6msb_R 6msb_P 35.8 41.3
Q96TA2 Q9Y4W6 6msd_R 6msd_M 35.8 41.5
Q96TA2 Q9Y4W6 6msd_R 6msd_Q 35.8 39.8
Q96TA2 Q9Y4W6 6msd_R 6msd_P 35.8 41.3
Q96TA2 Q9Y4W6 6mse_R 6mse_M 35.8 41.5
Q96TA2 Q9Y4W6 6mse_R 6mse_Q 35.8 39.8
Q96TA2 Q9Y4W6 6msg_R 6msg_M 35.8 41.5
Q96TA2 Q9Y4W6 6msg_R 6msg_Q 35.8 39.8
Q96TA2 Q9Y4W6 6msh_R 6msh_M 35.8 41.5
Q96TA2 Q9Y4W6 6msh_R 6msh_Q 35.8 39.8
Q96TA2 Q9Y4W6 6msj_R 6msj_M 35.8 41.5
Q96TA2 Q9Y4W6 6msj_R 6msj_Q 35.8 39.8
Q96TA2 Q9Y4W6 6msk_R 6msk_M 35.8 41.5
Q96TA2 Q9Y4W6 6msk_R 6msk_Q 35.8 39.8
Q96TA2 Q9Y4W6 5gjq_P 5gjq_R 37.7 44.2
Q96TA2 Q9Y4W6 5gjq_P 5gjq_N 37.7 41.5
Q96TA2 Q9Y4W6 5gjq_P 5gjq_V 37.7 39.8
Q96TA2 Q9Y4W6 5gjq_P 5gjq_T 37.7 41.3
Q96TA2 Q9Y4W6 5gjr_A 5gjr_E 37.7 44.2
Q96TA2 Q9Y4W6 5gjr_A 5gjr_B 37.7 41.5
Q96TA2 Q9Y4W6 5gjr_A 5gjr_C 37.7 39.8
Q96TA2 Q9Y4W6 5gjr_A 5gjr_F 37.7 41.3
Q96TA2 Q9Y4W6 5gjr_VA 5gjr_WA 37.7 44.2
Q96TA2 Q9Y4W6 5gjr_VA 5gjr_UA 37.7 41.5
Q96TA2 Q9Y4W6 5gjr_VA 5gjr_YA 37.7 39.8
Q96TA2 Q9Y4W6 5gjr_VA 5gjr_XA 37.7 41.3
Q96TA2 Q9Y4W6 5l4g_DA 5l4g_HA 37.7 44.2
Q96TA2 Q9Y4W6 5l4g_DA 5l4g_CA 37.7 41.5
Q96TA2 Q9Y4W6 5l4g_DA 5l4g_FA 37.7 39.8
Q96TA2 Q9Y4W6 5l4g_DA 5l4g_EA 37.7 41.3
Q96TA2 Q9Y4W6 5t0c_TA 5t0c_XA 37.7 44.2
Q96TA2 Q9Y4W6 5t0c_TA 5t0c_SA 37.7 41.5
Q96TA2 Q9Y4W6 5t0c_TA 5t0c_VA 37.7 39.8
Q96TA2 Q9Y4W6 5t0c_TA 5t0c_UA 37.7 41.3
Q96TA2 Q9Y4W6 5t0c_N 5t0c_R 37.7 44.2
Q96TA2 Q9Y4W6 5t0c_N 5t0c_M 37.7 41.5
Q96TA2 Q9Y4W6 5t0c_N 5t0c_P 37.7 39.8
Q96TA2 Q9Y4W6 5t0c_N 5t0c_O 37.7 41.3
Q96TA2 Q9Y4W6 5t0g_P 5t0g_T 37.7 44.2
Q96TA2 Q9Y4W6 5t0g_P 5t0g_O 37.7 41.5
Q96TA2 Q9Y4W6 5t0g_P 5t0g_R 37.7 39.8
Q96TA2 Q9Y4W6 6msb_N 6msb_O 37.7 44.2
Q96TA2 Q9Y4W6 6msb_N 6msb_M 37.7 41.5
Q96TA2 Q9Y4W6 6msb_N 6msb_Q 37.7 39.8
Q96TA2 Q9Y4W6 6msb_N 6msb_P 37.7 41.3
Q96TA2 Q9Y4W6 6msd_N 6msd_O 37.7 44.2
Q96TA2 Q9Y4W6 6msd_N 6msd_M 37.7 41.5
Q96TA2 Q9Y4W6 6msd_N 6msd_Q 37.7 39.8
Q96TA2 Q9Y4W6 6msd_N 6msd_P 37.7 41.3
Q96TA2 Q9Y4W6 6mse_N 6mse_O 37.7 44.2
Q96TA2 Q9Y4W6 6mse_N 6mse_M 37.7 41.5
Q96TA2 Q9Y4W6 6msg_N 6msg_O 37.7 44.2
Q96TA2 Q9Y4W6 6msg_N 6msg_M 37.7 41.5
Q96TA2 Q9Y4W6 6msh_N 6msh_O 37.7 44.2
Q96TA2 Q9Y4W6 6msh_N 6msh_M 37.7 41.5
Q96TA2 Q9Y4W6 6msj_N 6msj_O 37.7 44.2
Q96TA2 Q9Y4W6 6msj_N 6msj_M 37.7 41.5
Q96TA2 Q9Y4W6 6msk_N 6msk_O 37.7 44.2
Q96TA2 Q9Y4W6 6msk_N 6msk_M 37.7 41.5
Q96TA2 Q9Y4W6 6fvu_QA 6fvu_UA 34.6 44.6
Q96TA2 Q9Y4W6 6fvu_QA 6fvu_PA 34.6 40.0
Q96TA2 Q9Y4W6 6fvu_QA 6fvu_TA 34.6 39.6
Q96TA2 Q9Y4W6 6fvu_QA 6fvu_SA 34.6 39.6
Q96TA2 Q9Y4W6 6fvu_QA 6fvu_RA 34.6 43.7
Q96TA2 Q9Y4W6 6fvt_QA 6fvt_UA 34.6 44.6
Q96TA2 Q9Y4W6 6fvt_QA 6fvt_PA 34.6 40.0
Q96TA2 Q9Y4W6 6fvt_QA 6fvt_TA 34.6 39.6
Q96TA2 Q9Y4W6 6fvt_QA 6fvt_RA 34.6 43.7
Q96TA2 Q9Y4W6 6fvw_QA 6fvw_UA 34.6 44.6
Q96TA2 Q9Y4W6 6fvw_QA 6fvw_PA 34.6 40.0
Q96TA2 Q9Y4W6 6fvw_QA 6fvw_TA 34.6 39.6
Q96TA2 Q9Y4W6 6fvw_QA 6fvw_RA 34.6 43.7
Q96TA2 Q9Y4W6 6fvx_QA 6fvx_UA 34.6 44.6
Q96TA2 Q9Y4W6 6fvx_QA 6fvx_PA 34.6 40.0
Q96TA2 Q9Y4W6 6fvx_QA 6fvx_TA 34.6 39.6
Q96TA2 Q9Y4W6 6fvx_QA 6fvx_SA 34.6 39.6
Q96TA2 Q9Y4W6 6fvx_QA 6fvx_RA 34.6 43.7
Q96TA2 Q9Y4W6 6fvt_TA 6fvt_PA 37.1 40.0
Q96TA2 Q9Y4W6 6fvt_TA 6fvt_QA 37.1 41.1
Q96TA2 Q9Y4W6 6fvt_TA 6fvt_SA 37.1 39.6
Q96TA2 Q9Y4W6 6fvt_TA 6fvt_RA 37.1 43.7
Q96TA2 Q9Y4W6 6fvu_TA 6fvu_PA 37.1 40.0
Q96TA2 Q9Y4W6 6fvu_TA 6fvu_QA 37.1 41.1
Q96TA2 Q9Y4W6 6fvu_TA 6fvu_SA 37.1 39.6
Q96TA2 Q9Y4W6 6fvu_TA 6fvu_RA 37.1 43.7
Q96TA2 Q9Y4W6 6fvw_TA 6fvw_PA 37.1 40.0
Q96TA2 Q9Y4W6 6fvw_TA 6fvw_QA 37.1 41.1
Q96TA2 Q9Y4W6 6fvw_TA 6fvw_SA 37.1 39.6
Q96TA2 Q9Y4W6 6fvx_TA 6fvx_PA 37.1 40.0
Q96TA2 Q9Y4W6 6fvx_TA 6fvx_QA 37.1 41.1
Q96TA2 Q9Y4W6 6fvx_TA 6fvx_SA 37.1 39.6
Q96TA2 Q9Y4W6 6fvx_TA 6fvx_RA 37.1 43.7
Q96TA2 Q9Y4W6 3jco_R 3jco_S 34.6 44.6
Q96TA2 Q9Y4W6 3jco_R 3jco_Q 34.6 40.0
Q96TA2 Q9Y4W6 3jcp_R 3jcp_S 34.6 44.6
Q96TA2 Q9Y4W6 3jcp_R 3jcp_Q 34.6 40.0
Q96TA2 Q9Y4W6 5mp9_DA 5mp9_HA 34.6 44.6
Q96TA2 Q9Y4W6 5mp9_DA 5mp9_CA 34.6 40.0
Q96TA2 Q9Y4W6 5mp9_DA 5mp9_GA 34.6 39.6
Q96TA2 Q9Y4W6 5mp9_DA 5mp9_EA 34.6 43.7
Q96TA2 Q9Y4W6 5mpa_DA 5mpa_HA 34.6 44.6
Q96TA2 Q9Y4W6 5mpa_DA 5mpa_CA 34.6 40.0
Q96TA2 Q9Y4W6 5mpa_DA 5mpa_EA 34.6 43.7
Q96TA2 Q9Y4W6 5wvk_DA 5wvk_EA 34.6 44.6
Q96TA2 Q9Y4W6 5wvk_DA 5wvk_CA 34.6 40.0
Q96TA2 Q9Y4W6 6ef3_P 6ef3_Q 34.6 44.6
Q96TA2 Q9Y4W6 6ef3_P 6ef3_O 34.6 40.0
Q96TA2 Q9Y4W6 6j2q_DA 6j2q_EA 34.6 44.6
Q96TA2 Q9Y4W6 6j2q_DA 6j2q_CA 34.6 40.0
Q96TA2 Q9Y4W6 6j2q_DA 6j2q_HA 34.6 39.6
Q96TA2 Q9Y4W6 6j2q_DA 6j2q_GA 34.6 39.6
Q96TA2 Q9Y4W6 6j2q_DA 6j2q_FA 34.6 43.7
Q96TA2 Q9Y4W6 6j2x_DA 6j2x_EA 34.6 44.6
Q96TA2 Q9Y4W6 6j2x_DA 6j2x_CA 34.6 40.0
Q96TA2 Q9Y4W6 6j2x_DA 6j2x_GA 34.6 39.6
Q96TA2 Q9Y4W6 6j2x_DA 6j2x_FA 34.6 43.7
Q96TA2 Q9Y4W6 6j30_DA 6j30_EA 34.6 44.6
Q96TA2 Q9Y4W6 6j30_DA 6j30_CA 34.6 40.0
Q96TA2 Q9Y4W6 6j30_DA 6j30_GA 34.6 39.6
Q96TA2 Q9Y4W6 6j30_DA 6j30_FA 34.6 43.7
Q96TA2 Q9Y4W6 3jco_V 3jco_Q 37.1 40.0
Q96TA2 Q9Y4W6 3jco_V 3jco_U 37.1 39.6
Q96TA2 Q9Y4W6 3jcp_V 3jcp_Q 37.1 40.0
Q96TA2 Q9Y4W6 3jcp_V 3jcp_U 37.1 39.6
Q96TA2 Q9Y4W6 5mp9_GA 5mp9_CA 37.1 40.0
Q96TA2 Q9Y4W6 5mp9_GA 5mp9_DA 37.1 41.1
Q96TA2 Q9Y4W6 5mp9_GA 5mp9_FA 37.1 39.6
Q96TA2 Q9Y4W6 5mp9_GA 5mp9_EA 37.1 43.7
Q96TA2 Q9Y4W6 5mpa_GA 5mpa_CA 37.1 40.0
Q96TA2 Q9Y4W6 5mpa_GA 5mpa_FA 37.1 39.6
Q96TA2 Q9Y4W6 5mpa_GA 5mpa_EA 37.1 43.7
Q96TA2 Q9Y4W6 5wvk_HA 5wvk_CA 37.1 40.0
Q96TA2 Q9Y4W6 5wvk_HA 5wvk_GA 37.1 39.6
Q96TA2 Q9Y4W6 6ef3_T 6ef3_O 37.1 40.0
Q96TA2 Q9Y4W6 6ef3_T 6ef3_S 37.1 39.6
Q96TA2 Q9Y4W6 6j2q_HA 6j2q_CA 37.1 40.0
Q96TA2 Q9Y4W6 6j2q_HA 6j2q_DA 37.1 41.1
Q96TA2 Q9Y4W6 6j2q_HA 6j2q_GA 37.1 39.6
Q96TA2 Q9Y4W6 6j2q_HA 6j2q_FA 37.1 43.7
Q96TA2 Q9Y4W6 6j2x_HA 6j2x_CA 37.1 40.0
Q96TA2 Q9Y4W6 6j2x_HA 6j2x_GA 37.1 39.6
Q96TA2 Q9Y4W6 6j2x_HA 6j2x_FA 37.1 43.7
Q96TA2 Q9Y4W6 6j30_HA 6j30_CA 37.1 40.0
Q96TA2 Q9Y4W6 6j30_HA 6j30_GA 37.1 39.6
Q96TA2 Q9Y4W6 5vfp_QA 5vfp_PA 35.0 44.2
Q96TA2 Q9Y4W6 5vfp_QA 5vfp_OA 35.0 42.3
Q96TA2 Q9Y4W6 5vfp_QA 5vfp_RA 35.0 39.8
Q96TA2 Q9Y4W6 5vfp_QA 5vfp_SA 35.0 38.9
Q96TA2 Q9Y4W6 5vfq_QA 5vfq_PA 35.0 44.2
Q96TA2 Q9Y4W6 5vfq_QA 5vfq_NA 35.0 41.5
Q96TA2 Q9Y4W6 5vfq_QA 5vfq_RA 35.0 39.8
Q96TA2 Q9Y4W6 5vfq_QA 5vfq_SA 35.0 38.9
Q96TA2 Q9Y4W6 5vfr_QA 5vfr_PA 35.0 44.2
Q96TA2 Q9Y4W6 5vfr_QA 5vfr_OA 35.0 42.3
Q96TA2 Q9Y4W6 5vfr_QA 5vfr_RA 35.0 39.8
Q96TA2 Q9Y4W6 5gjq_T 5gjq_R 35.0 44.2
Q96TA2 Q9Y4W6 5gjq_T 5gjq_P 35.0 42.3
Q96TA2 Q9Y4W6 5gjq_T 5gjq_V 35.0 39.8
Q96TA2 Q9Y4W6 5gjq_T 5gjq_X 35.0 38.9
Q96TA2 Q9Y4W6 5gjr_F 5gjr_E 35.0 44.2
Q96TA2 Q9Y4W6 5gjr_F 5gjr_A 35.0 42.3
Q96TA2 Q9Y4W6 5gjr_F 5gjr_C 35.0 39.8
Q96TA2 Q9Y4W6 5gjr_F 5gjr_D 35.0 38.9
Q96TA2 Q9Y4W6 5gjr_XA 5gjr_WA 35.0 44.2
Q96TA2 Q9Y4W6 5gjr_XA 5gjr_VA 35.0 42.3
Q96TA2 Q9Y4W6 5gjr_XA 5gjr_YA 35.0 39.8
Q96TA2 Q9Y4W6 5gjr_XA 5gjr_ZA 35.0 38.9
Q96TA2 Q9Y4W6 5l4g_EA 5l4g_HA 35.0 44.2
Q96TA2 Q9Y4W6 5l4g_EA 5l4g_DA 35.0 42.3
Q96TA2 Q9Y4W6 5l4g_EA 5l4g_FA 35.0 39.8
Q96TA2 Q9Y4W6 5l4g_EA 5l4g_GA 35.0 38.9
Q96TA2 Q9Y4W6 5t0c_O 5t0c_R 35.0 44.2
Q96TA2 Q9Y4W6 5t0c_O 5t0c_N 35.0 42.3
Q96TA2 Q9Y4W6 5t0c_O 5t0c_P 35.0 39.8
Q96TA2 Q9Y4W6 5t0c_UA 5t0c_XA 35.0 44.2
Q96TA2 Q9Y4W6 5t0c_UA 5t0c_TA 35.0 42.3
Q96TA2 Q9Y4W6 5t0c_UA 5t0c_VA 35.0 39.8
Q96TA2 Q9Y4W6 5t0g_Q 5t0g_T 35.0 44.2
Q96TA2 Q9Y4W6 5t0g_Q 5t0g_O 35.0 41.5
Q96TA2 Q9Y4W6 5t0g_Q 5t0g_R 35.0 39.8
Q96TA2 Q9Y4W6 5t0g_Q 5t0g_S 35.0 38.9
Q96TA2 Q9Y4W6 5vfs_SA 5vfs_RA 35.0 44.2
Q96TA2 Q9Y4W6 5vfs_SA 5vfs_NA 35.0 42.3
Q96TA2 Q9Y4W6 5vfs_SA 5vfs_PA 35.0 39.8
Q96TA2 Q9Y4W6 5vfs_SA 5vfs_QA 35.0 38.9
Q96TA2 Q9Y4W6 6msb_P 6msb_O 35.0 44.2
Q96TA2 Q9Y4W6 6msb_P 6msb_N 35.0 42.3
Q96TA2 Q9Y4W6 6msb_P 6msb_Q 35.0 39.8
Q96TA2 Q9Y4W6 6msb_P 6msb_R 35.0 38.9
Q96TA2 Q9Y4W6 6msd_P 6msd_O 35.0 44.2
Q96TA2 Q9Y4W6 6msd_P 6msd_N 35.0 42.3
Q96TA2 Q9Y4W6 6msd_P 6msd_Q 35.0 39.8
Q96TA2 Q9Y4W6 6msd_P 6msd_R 35.0 38.9
Q96TA2 Q9Y4W6 6mse_P 6mse_O 35.0 44.2
Q96TA2 Q9Y4W6 6mse_P 6mse_Q 35.0 39.8
Q96TA2 Q9Y4W6 6msg_P 6msg_O 35.0 44.2
Q96TA2 Q9Y4W6 6msg_P 6msg_Q 35.0 39.8
Q96TA2 Q9Y4W6 6msh_P 6msh_O 35.0 44.2
Q96TA2 Q9Y4W6 6msh_P 6msh_Q 35.0 39.8
Q96TA2 Q9Y4W6 6msj_P 6msj_O 35.0 44.2
Q96TA2 Q9Y4W6 6msj_P 6msj_Q 35.0 39.8
Q96TA2 Q9Y4W6 6msk_P 6msk_O 35.0 44.2
Q96TA2 Q9Y4W6 6msk_P 6msk_Q 35.0 39.8
Q96TA2 Q9Y4W6 6ef0_K 6ef0_J 35.3 44.6
Q96TA2 Q9Y4W6 6ef0_K 6ef0_L 35.3 39.6
Q96TA2 Q9Y4W6 6ef1_K 6ef1_J 35.3 44.6
Q96TA2 Q9Y4W6 6ef1_K 6ef1_L 35.3 39.6
Q96TA2 Q9Y4W6 6ef2_K 6ef2_J 35.1 44.6
Q96TA2 Q9Y4W6 6ef2_K 6ef2_L 35.1 39.6
Q96TA2 Q9Y4W6 6fvw_RA 6fvw_UA 35.3 44.6
Q96TA2 Q9Y4W6 6fvw_RA 6fvw_QA 35.3 41.1
Q96TA2 Q9Y4W6 6fvw_RA 6fvw_SA 35.3 39.6
Q96TA2 Q9Y4W6 6fvt_RA 6fvt_UA 35.3 44.6
Q96TA2 Q9Y4W6 6fvt_RA 6fvt_QA 35.3 41.1
Q96TA2 Q9Y4W6 6fvt_RA 6fvt_TA 35.3 39.6
Q96TA2 Q9Y4W6 6fvt_RA 6fvt_SA 35.3 39.6
Q96TA2 Q9Y4W6 6fvu_RA 6fvu_UA 35.3 44.6
Q96TA2 Q9Y4W6 6fvu_RA 6fvu_QA 35.3 41.1
Q96TA2 Q9Y4W6 6fvu_RA 6fvu_TA 35.3 39.6
Q96TA2 Q9Y4W6 6fvu_RA 6fvu_SA 35.3 39.6
Q96TA2 Q9Y4W6 6fvx_RA 6fvx_UA 35.3 44.6
Q96TA2 Q9Y4W6 6fvx_RA 6fvx_QA 35.3 41.1
Q96TA2 Q9Y4W6 6fvx_RA 6fvx_TA 35.3 39.6
Q96TA2 Q9Y4W6 6fvx_RA 6fvx_SA 35.3 39.6
Q96TA2 Q9Y4W6 3jco_T 3jco_S 35.3 44.6
Q96TA2 Q9Y4W6 3jco_T 3jco_U 35.3 39.6
Q96TA2 Q9Y4W6 3jcp_T 3jcp_S 35.3 44.6
Q96TA2 Q9Y4W6 3jcp_T 3jcp_U 35.3 39.6
Q96TA2 Q9Y4W6 5mp9_EA 5mp9_HA 35.3 44.6
Q96TA2 Q9Y4W6 5mp9_EA 5mp9_DA 35.3 41.1
Q96TA2 Q9Y4W6 5mp9_EA 5mp9_GA 35.3 39.6
Q96TA2 Q9Y4W6 5mp9_EA 5mp9_FA 35.3 39.6
Q96TA2 Q9Y4W6 5mpa_EA 5mpa_HA 35.3 44.6
Q96TA2 Q9Y4W6 5mpa_EA 5mpa_DA 35.3 41.1
Q96TA2 Q9Y4W6 5mpa_EA 5mpa_GA 35.3 39.6
Q96TA2 Q9Y4W6 5mpa_EA 5mpa_FA 35.3 39.6
Q96TA2 Q9Y4W6 5wvk_FA 5wvk_EA 35.3 44.6
